,,
,,
,Index der Nettokaltmieten für Hamburg bis 2022,
,Index der Nettokaltmieten für Hamburg von 2015 bis 2022 (2015 = Index 100),
,,
,2015,100
,2016,"101,40"
,2017,"103,40"
,2018,"104,20"
,2019,"104,90"
,2020,"105,90"
,2021,"106,70"
,2022,"108,80"
